anomaly_type,count,label_rate,mean_Sdet,mean_Sont_curated,mean_Scal_curated,flagged_rate
demographic_conflict,7755,1.0,0.9932523804029458,0.19622902612004844,0.7655314220364038,0.7522888459058672
medication_mismatch,1135,1.0,0.6312753666806361,0.0723971204469754,0.4715958677567331,0.824669603524229
missing_diagnosis,7552,1.0,0.3238503596468661,0.027235557048367096,0.2391032731901521,0.4341896186440678
,55061,0.0,0.26686466578406814,0.02518227012966993,0.19781255273995435,0.415629937705454
