split,signal,roc_auc,average_precision,threshold,precision,recall,f1,predicted_positive_rate
heldout_evaluation,Sdet_only,0.7983067210749735,0.730970236126466,0.61397585216719,0.9045185033735432,0.5381340469529254,0.6748017083587553,0.13680353546654733
heldout_evaluation,Sont_curated_only,0.6590526535024593,0.4745239271158385,0.07317073170731707,0.5639970059880239,0.3666220654421603,0.44437891632878734,0.14947415529201163
heldout_evaluation,Scal_curated,0.799264118455607,0.7314841635621974,0.42826923472524225,0.889662027833002,0.5443376718160807,0.6754207229643046,0.14069142985007832
heldout_evaluation,Sgen_only,0.5,0.22994517789214589,0.0,0.22994517789214589,1.0,0.37391126373001615,1.0
heldout_evaluation,Sont_oracle_proxy_reference,1.0,1.0,0.65,1.0,1.0,1.0,0.22994517789214589
