anomaly_type,count,label_rate,mean_Sdet,mean_Sont_independent,mean_Scal_independent,mean_violation_count
missing_diagnosis,7552,1.0,0.3238503596468661,0.049052656412614484,0.3238503596468661,4.055879237288136
demographic_conflict,7755,1.0,0.9932523804029458,0.04233566395673959,0.9932523804029458,3.5036750483558996
,55061,0.0,0.26686466578406814,0.04118495960765465,0.26686466578406814,3.4358983672653967
medication_mismatch,1135,1.0,0.6312753666806361,0.030406535371049564,0.6312753666806361,2.320704845814978
