split,signal,roc_auc,average_precision,threshold,precision,recall,f1,predicted_positive_rate
heldout_evaluation,Sdet_only,0.7983067210749735,0.730970236126466,0.61397585216719,0.9045185033735432,0.5381340469529254,0.6748017083587553,0.13680353546654733
heldout_evaluation,Sont_independent_only,0.5081197031351474,0.23732487981361694,0.0,0.22994517789214589,1.0,0.37391126373001615,1.0
heldout_evaluation,Scal_independent,0.7983067210749735,0.730970236126466,0.61397585216719,0.9045185033735432,0.5381340469529254,0.6748017083587553,0.13680353546654733
heldout_evaluation,Sgen_only,0.5,0.22994517789214589,0.0,0.22994517789214589,1.0,0.37391126373001615,1.0
heldout_evaluation,Sont_oracle_proxy_reference,1.0,1.0,0.65,1.0,1.0,1.0,0.22994517789214589
