w_det,w_ont,w_gen,roc_auc,average_precision,threshold,precision,recall,f1,predicted_positive_rate
0.8823529411764706,0.11764705882352942,0.0,0.8026010814666559,0.7360075197736519,0.6123147877739957,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.8333333333333333,0.11111111111111112,0.05555555555555556,0.8026010814666559,0.7360075197736519,0.5782972995643293,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.888888888888889,0.11111111111111112,0.0,0.8025913785684275,0.7360014433503087,0.616850452868618,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.8,0.1,0.1,0.8025913785684275,0.7360014433503087,0.5551654075817561,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.8421052631578947,0.10526315789473684,0.05263157894736842,0.8025913785684275,0.7360014433503087,0.5843846395597433,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.8947368421052632,0.10526315789473685,0.0,0.8025806284994887,0.7359879913190936,0.6209086795322273,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.85,0.1,0.05,0.8025806284994887,0.7359879913190936,0.5898632455556159,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.9,0.1,0.0,0.8025689682315359,0.7359741289692373,0.6245610835294757,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.8181818181818181,0.09090909090909091,0.09090909090909091,0.8025689682315359,0.7359741289692373,0.5677828032086142,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.8571428571428571,0.09523809523809523,0.047619047619047616,0.8025689682315359,0.7359741289692373,0.5948200795518815,0.9289802840788637,0.5330251794185622,0.677384448910187,0.131940365304467
0.8666666666666667,0.13333333333333333,0.0,0.8026142307495007,0.7359650076767736,0.6014291915469024,0.9289953370072065,0.5331468191217613,0.6774866682123811,0.13196833655002657
0.8125,0.125,0.0625,0.8026142307495007,0.7359650076767736,0.563839867075221,0.9289953370072065,0.5331468191217613,0.6774866682123811,0.13196833655002657
0.8636363636363636,0.13636363636363638,0.0,0.8026166829847088,0.7359647855710165,0.5993262922757595,0.9289953370072065,0.5331468191217613,0.6774866682123811,0.13196833655002657
0.8260869565217391,0.13043478260869565,0.04347826086956522,0.8026166829847088,0.7359647855710165,0.5732686273942047,0.9289953370072065,0.5331468191217613,0.6774866682123811,0.13196833655002657
0.9047619047619047,0.09523809523809523,0.0,0.8025581253753191,0.7359618417208174,0.627865639526986,0.9291772688719253,0.5330251794185622,0.6774368091520445,0.13191239405890745
0.8636363636363635,0.09090909090909091,0.045454545454545456,0.8025581253753191,0.7359618417208174,0.5993262922757594,0.9291772688719253,0.5330251794185622,0.6774368091520445,0.13191239405890745
