w_det,w_ont,w_gen,roc_auc,average_precision,threshold,precision,recall,f1,predicted_positive_rate
0.6666666666666666,0.3333333333333333,0.0,0.8026290259019222,0.7361377485446639,0.46263783965146343,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.5,0.25,0.25,0.8026290259019222,0.7361377485446639,0.3469783797385976,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.5714285714285714,0.2857142857142857,0.14285714285714285,0.8026290259019222,0.7361377485446639,0.3965467197012543,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6000000000000001,0.30000000000000004,0.10000000000000002,0.8026290259019222,0.7361377485446639,0.41637405568631713,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6153846153846153,0.30769230769230765,0.07692307692307691,0.8026290259019222,0.7361377485446639,0.42705031352442774,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.625,0.3125,0.0625,0.8026290259019222,0.7361377485446639,0.43372297467324694,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.631578947368421,0.3157894736842105,0.052631578947368425,0.8026290259019222,0.7361377485446639,0.43828847966980744,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6363636363636364,0.3181818181818182,0.04545454545454546,0.8026290259019222,0.7361377485446639,0.4416088469400333,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6399999999999999,0.31999999999999995,0.039999999999999994,0.8026290259019222,0.7361377485446639,0.4441323260654048,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6428571428571428,0.3214285714285714,0.03571428571428571,0.8026290259019222,0.7361377485446639,0.44611505966391113,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6451612903225806,0.3225806451612903,0.03225806451612903,0.8026290259019222,0.7361377485446639,0.44771403837238394,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6785714285714286,0.32142857142857145,0.0,0.8026231714665159,0.7361327890230804,0.4708992296452396,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6551724137931034,0.3103448275862069,0.034482758620689655,0.8026231714665159,0.7361327890230804,0.454661325174714,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6799999999999999,0.32,0.0,0.8026223407994544,0.7361315242661567,0.47189059644449266,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6538461538461539,0.3076923076923077,0.038461538461538464,0.8026223407994544,0.7361315242661567,0.45374095811970455,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6818181818181818,0.3181818181818181,0.0,0.8026214526926492,0.736130334461925,0.4731523360071785,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6521739130434782,0.3043478260869565,0.043478260869565216,0.8026214526926492,0.736130334461925,0.45258049531121414,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6842105263157895,0.3157894736842105,0.0,0.8026198399613864,0.736127540571635,0.47481251964229143,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.65,0.3,0.05,0.8026198399613864,0.736127540571635,0.45107189366017686,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6875,0.3125,0.0,0.8026177898043838,0.736124356581013,0.4770952721405717,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6470588235294118,0.2941176470588235,0.058823529411764705,0.8026177898043838,0.736124356581013,0.4490308443675969,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
0.6896551724137931,0.3103448275862069,0.0,0.8026166454279533,0.7361226524419555,0.4785908686049622,0.9290404575301843,0.5335117382313587,0.6777932313398238,0.13205225028670528
