threshold,tp,fp,tn,fn,precision,recall,f1,specificity,false_positive_rate,false_negative_rate,accuracy,predicted_positive_rate
0.0575,16438,54949,112,4,0.23026601482062561,0.9997567205936018,0.37431827756208086,0.0020341076260874304,0.9979658923739125,0.0002432794063982484,0.23145881990965414,0.9983776904465547
0.06,16438,54945,116,4,0.23027891794965188,0.9997567205936018,0.37433532593225166,0.002106754327019124,0.9978932456729809,0.0002432794063982484,0.23151476161839363,0.9983217487378152
0.0610136164462645,16438,54942,119,4,0.2302885962454469,0.9997567205936018,0.37434811322903144,0.0021612393527178945,0.997838760647282,0.0002432794063982484,0.23155671789994825,0.9982797924562605
0.0625,16435,54868,193,7,0.2304952105802,0.9995742610388031,0.3746082397857428,0.0035052033199542325,0.9964947966800458,0.0004257389611969347,0.23254968323007427,0.9972029145630253
0.065,16435,54856,205,7,0.23053400850037173,0.9995742610388031,0.37465947818950684,0.0037231434227493142,0.9962768565772507,0.0004257389611969347,0.23271750835629273,0.9970350894368069
0.0675,16433,54844,217,9,0.23055122970944344,0.999452621335604,0.3746736738904912,0.003941083525544396,0.9960589164744557,0.0005473786643960588,0.23285736262814147,0.9968392934562186
0.07,16433,54820,241,9,0.2306288858012996,0.999452621335604,0.37477621301100406,0.00437696373113456,0.9956230362688654,0.0005473786643960588,0.23319301288057845,0.9965036432037817
0.0725,16432,54803,258,10,0.2306731241664912,0.9993918014840044,0.3748303431914869,0.004685712210094259,0.9953142877899057,0.000608198515995621,0.2334167797155364,0.996251905514454
0.075,16431,54766,295,11,0.23078219587903984,0.9993309816324049,0.37497004758155617,0.005357694193712428,0.9946423058062875,0.0006690183675951831,0.23392025509419184,0.9957204592814287
0.0775,16429,54741,320,13,0.23084164676127583,0.9992093419292057,0.3750399488654522,0.005811736074535515,0.9941882639254644,0.0007906580707943072,0.23424191991944393,0.9953428527474372
0.0798089286762304,16425,54720,341,17,0.23086654016445288,0.9989660625228074,0.37505565894482057,0.0061931312544269085,0.9938068687455731,0.0010339374771925556,0.23447967218158677,0.9949932170678153
0.08,16425,54718,343,17,0.23087303037544102,0.9989660625228074,0.375064223325912,0.006229454604892755,0.9937705453951072,0.0010339374771925556,0.23450764303595653,0.9949652462134456
0.0825,16421,54686,375,21,0.23093366335241255,0.9987227831164092,0.3751270716969925,0.006810628212346307,0.9931893717876537,0.0012772168835908041,0.234899234997133,0.9944617708347901
0.085,16418,54633,428,24,0.2310734542793205,0.9985403235616105,0.3752985953161967,0.007773196999691251,0.9922268030003087,0.0014596764383894903,0.23559850635637666,0.9936785869124373
0.08750000000000001,16416,54592,469,26,0.23118521856692203,0.9984186838584114,0.37543739279588334,0.008517825684241115,0.9914821743157589,0.0015813161415886145,0.23614393801658673,0.9930772135434877
0.08950002351040512,16407,54559,502,35,0.23119522024631514,0.9978713051940153,0.3754118616144975,0.00911716096692759,0.9908828390330724,0.0021286948059846735,0.23647958826902368,0.992489825601723
0.09,16406,54555,506,36,0.23119741830019305,0.9978104853424158,0.3754104550187064,0.009189807667859283,0.9908101923321407,0.0021895146575842354,0.2365215445505783,0.9924198984657986
0.0925,16399,54491,570,43,0.2313302299337001,0.9973847463812189,0.3755553519901067,0.010352154882766387,0.9896478451172336,0.00261525361878117,0.23731871390011608,0.9914269331356727
0.095,16397,54416,645,45,0.23155352830694928,0.9972631066780197,0.37584092602143143,0.011714280525235647,0.9882857194747644,0.002736893321980294,0.23833965008461183,0.9903500552424374
0.09581716361584541,16395,54392,669,47,0.2316103239295351,0.9971414669748205,0.37590709511744946,0.012150160730825811,0.9878498392691741,0.0028585330251794184,0.23864732948267905,0.9899864341356307
0.0975,16390,54352,709,52,0.23168697520567696,0.9968373677168227,0.3759864195265186,0.01287662774014275,0.9871233722598572,0.003162632283177229,0.2391368194341496,0.9893570899123114
0.1,16386,54257,804,56,0.23195504154693317,0.9965940883104245,0.37632198426824365,0.014601986887270482,0.9853980131127296,0.0034059116895754776,0.2404094933079731,0.9879725326210089
0.10091630616412685,16385,54224,837,57,0.23205257120197142,0.996533268458825,0.376445991430311,0.015201322169956956,0.984798677830043,0.0034667315411750395,0.24085702697788905,0.9874970280967232
0.10250000000000001,16380,54172,889,62,0.23216918017915864,0.9962291692008272,0.37657769501344923,0.016145729282068977,0.983854270717931,0.00377083079917285,0.2415143420555781,0.9866998587471855
0.10494662388455485,16371,54059,1002,71,0.23244356098253585,0.9956817905364311,0.3768993461644719,0.018197998583389333,0.9818020014166107,0.004318209463568909,0.2429688264828049,0.9849936366306309
0.105,16371,54058,1003,71,0.23244686137812548,0.9956817905364311,0.3769036847739752,0.018216160258622254,0.9817838397413777,0.004318209463568909,0.2429828119099898,0.984979651203446
0.1054471541919786,16371,54038,1023,71,0.23251288897726144,0.9956817905364311,0.37699047794498625,0.018579393763280726,0.9814206062367192,0.004318209463568909,0.24326252045368726,0.9846999426597486
0.1075,16353,53775,1286,89,0.23318788501026694,0.994587033207639,0.37779831350352316,0.0233559143495396,0.9766440856504603,0.005412966792361027,0.24668895011398123,0.9807700376207992
0.10850461559289655,16348,53724,1337,94,0.23330288845758648,0.9942829339496412,0.37792727188663106,0.0242821597864187,0.9757178402135813,0.005717066050358837,0.2473322797644854,0.9799868536984462
0.11,16339,53657,1404,103,0.23342762443568205,0.9937355552852452,0.37805132002128694,0.02549899202702457,0.9745010079729755,0.006264444714754896,0.24814343454120807,0.9789239612323959
0.1121011091154419,16327,53567,1494,115,0.23359658912066844,0.9930057170660503,0.37821997776130467,0.027133542797987686,0.9728664572020124,0.006994282933949641,0.24923429786162818,0.9774974476595387
0.1125,16325,53544,1517,117,0.23365154789677825,0.9928840773628512,0.3782831852255216,0.027551261328344928,0.972448738671655,0.007115922637148765,0.24952799183251054,0.977147811979917
0.115,16310,53419,1642,132,0.23390554862395846,0.9919717795888578,0.37854962806512626,0.029821470732460362,0.9701785292675397,0.008028220411142198,0.2510663888228466,0.9751898521740346
0.11523611575341261,16309,53406,1655,133,0.23393817686294197,0.9919109597372583,0.3785879266919693,0.030057572510488368,0.9699424274895116,0.00808904026274176,0.2512342139490651,0.9749940561934465
0.11750000000000001,16297,53260,1801,145,0.23429705133918943,0.9911811215180635,0.3790044070279887,0.032709177094495195,0.9672908229055048,0.008818878481936503,0.2531082611918381,0.9727843586982364
0.1177313853710106,16295,53250,1811,147,0.2343087209720325,0.9910594818148644,0.3790107806994081,0.03289079384682443,0.9671092061531755,0.008940518185135629,0.2532201446093171,0.9726165335720179
0.12,16278,53095,1966,164,0.2346446023669151,0.9900255443376719,0.37937423527355363,0.03570585350792757,0.9642941464920725,0.009974455662328184,0.2551501335608296,0.9702110400962197
0.12021620454585748,16276,53081,1980,166,0.2346698963334631,0.9899039046344726,0.37939836128626214,0.0359601169611885,0.9640398830388115,0.010096095365527307,0.2553179586870481,0.9699872732612618
0.1225,16265,52956,2105,177,0.23497204605538782,0.9892348862668775,0.3797438800882528,0.038230326365303935,0.961769673634696,0.010765113733122491,0.25691229738612364,0.968085255164119
0.12312373825720925,16261,52918,2143,181,0.23505688142355338,0.9889916068604793,0.3798367222994359,0.03892047002415503,0.961079529975845,0.011008393139520739,0.25738780191040933,0.9674978672223543
0.125,16249,52769,2292,193,0.23543133675273117,0.9882617686412846,0.3802714720337,0.041626559633860624,0.9583734403661394,0.011738231358715484,0.259303805434737,0.9652462134455897
0.12519546728659434,16248,52752,2309,194,0.23547826086956522,0.988200948789685,0.3803281758385806,0.04193530811282033,0.9580646918871797,0.011799051210315046,0.259527572269695,0.964994475756262
0.12723803777250867,16231,52590,2471,211,0.235843710495343,0.9871670113124924,0.38072786554543003,0.04487749950055393,0.955122500499446,0.012832988687507603,0.26155545921150164,0.9624910842901696
0.1275,16229,52570,2491,213,0.2358900565415195,0.9870453716092933,0.3807792024964513,0.0452407330052124,0.9547592669947876,0.012954628390706727,0.2618071969008293,0.9621834048921024
0.12913278132112405,16209,52433,2628,233,0.23613822441071064,0.985828974577302,0.3810117060786987,0.04772888251212292,0.9522711174878771,0.014171025422697969,0.26344349188145955,0.9599876928240774
0.13,16202,52368,2693,240,0.23628408925185942,0.9854032356161051,0.381169717216393,0.04890939140226294,0.9510906085977371,0.014596764383894904,0.26425464665818216,0.9589807420667664
0.1309341349718263,16191,52273,2788,251,0.2364892498247254,0.98473421724851,0.3813864744541022,0.05063475054939068,0.9493652494506093,0.015265782751490086,0.26542942254171153,0.9574982867851699
0.1325,16167,52126,2935,275,0.2367299723251285,0.9832745408101204,0.3815896618870597,0.05330451680863043,0.9466954831913695,0.016725459189879575,0.26714963008545095,0.9551067787365565
0.13256880637885007,16167,52118,2943,275,0.23675770667057186,0.9832745408101204,0.38162569192819285,0.05344981021049382,0.9465501897895062,0.016725459189879575,0.2672615135029299,0.9549948953190776
0.13425984851262585,16157,51949,3112,285,0.23723313658121165,0.9826663422941248,0.3821970951412216,0.05651913332485788,0.9434808666751421,0.017333657705875197,0.2694851964253248,0.9524915038529852
0.135,16152,51887,3174,290,0.23739325974808564,0.982362243036127,0.38238183733620573,0.05764515718929914,0.9423548428107008,0.017637756963873007,0.2702823657748626,0.9515544802315987
